#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	102837621	94384038	91.78	82573	0.08	19003	0.02	351239	0.34	8000768	7.78
Ecoli	102837621	102837465	100.00	0	0.00	0	0.00	15	0.00	141	0.00
PhiX	102837621	102837621	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	102837621	102837616	100.00	0	0.00	0	0.00	1	0.00	4	0.00
Vectors	102837621	98644566	95.92	279	0.00	72	0.00	36820	0.04	4155884	4.04
Bacteria_24k	102837621	96419210	93.75	16120	0.02	18492	0.02	226992	0.22	6156807	5.99
Protists_1k	102837621	93240237	90.67	325589	0.32	652826	0.63	131769	0.13	8487200	8.25
Viruses	102837621	96285482	93.64	4132	0.00	1682	0.00	200263	0.19	6346062	6.17
Fungi_RefSeq_release	102837621	94680560	92.07	45042	0.04	9444	0.01	355127	0.35	7747448	7.53
Coral	102837621	96042973	93.39	10740	0.01	5512	0.01	332186	0.32	6446210	6.27
Bird	102837621	95519802	92.89	33916	0.03	6209	0.01	352767	0.34	6924927	6.73
Plant	102837621	95609758	92.97	23594	0.02	6430	0.01	319774	0.31	6878065	6.69

%Hit_no_genomes: 90.23
