#                                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_56906_length_6506_cov_34.708756:0-4160    -            302 23849at7898          -            708   2.8e-10   37.2   0.6   1   3   6.8e-06    0.0065   12.9   0.0    56   113    11    69     5    88 0.66 -
NODE_56906_length_6506_cov_34.708756:0-4160    -            302 23849at7898          -            708   2.8e-10   37.2   0.6   2   3   5.2e-07    0.0005   16.6   0.0     8    89   114   195   108   212 0.85 -
NODE_56906_length_6506_cov_34.708756:0-4160    -            302 23849at7898          -            708   2.8e-10   37.2   0.6   3   3    0.0026       2.4    4.4   0.2   136   192   217   274   200   299 0.61 -
NODE_30320_length_9528_cov_158.016014:849-7633 -            438 23849at7898          -            708   2.9e-08   30.5   0.2   1   2   5.9e-09   5.5e-06   23.0   0.0   138   311   189   371    79   375 0.54 -
NODE_30320_length_9528_cov_158.016014:849-7633 -            438 23849at7898          -            708   2.9e-08   30.5   0.2   2   2     0.038        36    0.5   0.1    35    82   378   428   364   433 0.75 -
NODE_5044_length_18529_cov_39.168584:4121-8824 -            425 23849at7898          -            708   2.4e-07   27.5   0.0   1   2   3.4e-06    0.0032   13.9   0.0   146   233    12   106     7   115 0.74 -
NODE_5044_length_18529_cov_39.168584:4121-8824 -            425 23849at7898          -            708   2.4e-07   27.5   0.0   2   2     2e-05     0.019   11.3   0.1   378   487   280   399   274   417 0.68 -
NODE_29721_length_9619_cov_49.252731:1993-5383 -            279 23849at7898          -            708   2.7e-07   27.3   1.8   1   3    0.0012       1.1    5.5   0.0   402   451    30    81    22    85 0.78 -
NODE_29721_length_9619_cov_49.252731:1993-5383 -            279 23849at7898          -            708   2.7e-07   27.3   1.8   2   3   2.8e-09   2.6e-06   24.1   1.3    23   175    73   227    59   242 0.76 -
NODE_29721_length_9619_cov_49.252731:1993-5383 -            279 23849at7898          -            708   2.7e-07   27.3   1.8   3   3     0.011        10    2.3   0.1    48    86   229   269   213   278 0.76 -
NODE_62813_length_6041_cov_41.817570:74-3658   -            263 23849at7898          -            708   2.8e-07   27.3   0.9   1   2      0.35   3.3e+02   -2.7   0.1   179   198    11    30     7    43 0.67 -
NODE_62813_length_6041_cov_41.817570:74-3658   -            263 23849at7898          -            708   2.8e-07   27.3   0.9   2   2   6.1e-10   5.8e-07   26.3   0.1     6   183    68   242    64   261 0.85 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/23849at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_scaffolds_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/scaffolds.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_scaffolds_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/rerun_results/23849at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/23849at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_scaffolds_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/scaffolds.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 14:38:17 2021
# [ok]
