#                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_9260_length_15464_cov_29.621998:3084-13404   -            309 68585at7898          -            300    3e-145  481.4  18.8   1   2   1.4e-91   2.2e-90  301.3   5.3    54   210     1   157     1   177 0.95 -
NODE_9260_length_15464_cov_29.621998:3084-13404   -            309 68585at7898          -            300    3e-145  481.4  18.8   2   2   1.6e-56   2.5e-55  186.2   5.6   207   300   204   297   197   297 0.96 -
NODE_21995_length_11099_cov_38.659182:8394-10988  -            372 68585at7898          -            300  3.3e-127  422.2  20.8   1   2   9.2e-81   1.4e-79  265.8   9.0    53   216    23   186     1   202 0.91 -
NODE_21995_length_11099_cov_38.659182:8394-10988  -            372 68585at7898          -            300  3.3e-127  422.2  20.8   2   2   2.8e-49   4.3e-48  162.5   4.0   207   297   282   372   273   372 0.94 -
NODE_10876_length_14652_cov_33.674638:3084-4004   -            307 68585at7898          -            300  1.3e-102  341.4  13.1   1   2   3.2e-48   4.9e-47  159.0   1.5    86   211     1   121     1   138 0.90 -
NODE_10876_length_14652_cov_33.674638:3084-4004   -            307 68585at7898          -            300  1.3e-102  341.4  13.1   2   2   4.7e-57   7.2e-56  188.0   4.3   208   299   206   297   181   298 0.91 -
NODE_29799_length_9606_cov_86.230988:6287-7723    -            479 68585at7898          -            300   1.3e-63  213.4  20.1   1   2   1.5e-47   2.3e-46  156.7  12.3     5   208     6   208     1   225 0.90 -
NODE_29799_length_9606_cov_86.230988:6287-7723    -            479 68585at7898          -            300   1.3e-63  213.4  20.1   2   2   1.4e-18   2.1e-17   61.7   0.9   199   293   386   479   376   479 0.92 -
NODE_5749_length_17902_cov_27.890075:4558-6045    -            496 68585at7898          -            300   7.4e-63  210.9  21.9   1   2   3.6e-47   5.5e-46  155.5  11.3     5   200     1   196     1   207 0.91 -
NODE_5749_length_17902_cov_27.890075:4558-6045    -            496 68585at7898          -            300   7.4e-63  210.9  21.9   2   2   1.9e-18   2.9e-17   61.2   2.8   198   293   402   496   389   496 0.92 -
NODE_22556_length_10977_cov_32.920849:1364-2680   -            439 68585at7898          -            300   7.4e-63  210.9  18.5   1   2   5.3e-48   8.1e-47  158.3   8.5    14   219     2   211     1   220 0.86 -
NODE_22556_length_10977_cov_32.920849:1364-2680   -            439 68585at7898          -            300   7.4e-63  210.9  18.5   2   2   1.3e-17     2e-16   58.5   2.3   202   293   349   439   337   439 0.90 -
NODE_7732_length_16327_cov_32.923897:1555-2910    -            452 68585at7898          -            300   2.1e-62  209.5  19.4   1   2   7.5e-47   1.1e-45  154.5   7.3     7   210     3   206     1   222 0.88 -
