#                                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_16114_length_12657_cov_33.839545:1091-9640  -            413 23616at7898          -            642    1e-235  782.0  13.5   1   1  3.3e-235  3.4e-233  773.6  13.5   266   637     1   398     1   403 0.97 -
NODE_7626_length_16384_cov_32.365797:1191-6898   -            296 23616at7898          -            642  6.5e-138  458.8   2.0   1   1  1.2e-139  1.3e-137  457.9   2.0    26   266     1   296     1   296 0.90 -
NODE_5089_length_18489_cov_45.591898:3473-4573   -            367 23616at7898          -            642   2.4e-27   93.5   5.0   1   5   7.7e-06   0.00079   15.8   0.0   258   326    34   101     4   104 0.81 -
NODE_5089_length_18489_cov_45.591898:3473-4573   -            367 23616at7898          -            642   2.4e-27   93.5   5.0   2   5   2.2e-11   2.3e-09   34.1   0.1   226   316   102   192    98   201 0.93 -
NODE_5089_length_18489_cov_45.591898:3473-4573   -            367 23616at7898          -            642   2.4e-27   93.5   5.0   3   5   1.3e-08   1.4e-06   25.0   0.0   245   313   189   257   187   265 0.92 -
NODE_5089_length_18489_cov_45.591898:3473-4573   -            367 23616at7898          -            642   2.4e-27   93.5   5.0   4   5   4.8e-05     0.005   13.2   0.0   257   318   268   329   259   335 0.80 -
NODE_5089_length_18489_cov_45.591898:3473-4573   -            367 23616at7898          -            642   2.4e-27   93.5   5.0   5   5    0.0041      0.42    6.8   0.0   292   314   336   358   329   363 0.89 -
NODE_5511_length_18100_cov_37.897672:3020-4018   -            333 23616at7898          -            642   8.6e-27   91.7   6.7   1   4     3e-09   3.1e-07   27.1   0.1   230   312    23   104    15   123 0.85 -
NODE_5511_length_18100_cov_37.897672:3020-4018   -            333 23616at7898          -            642   8.6e-27   91.7   6.7   2   4   1.8e-10   1.8e-08   31.2   0.0   230   317   122   209   115   217 0.85 -
NODE_5511_length_18100_cov_37.897672:3020-4018   -            333 23616at7898          -            642   8.6e-27   91.7   6.7   3   4   1.9e-10     2e-08   31.0   0.1   226   318   151   243   151   259 0.86 -
NODE_5511_length_18100_cov_37.897672:3020-4018   -            333 23616at7898          -            642   8.6e-27   91.7   6.7   4   4   9.7e-09     1e-06   25.4   0.1   231   310   255   333   246   333 0.90 -
NODE_7627_length_16382_cov_44.257753:13202-14227 -            342 23616at7898          -            642   1.9e-23   80.7   7.6   1   5     0.001      0.11    8.8   0.1   249   312    17    79     3    88 0.80 -
NODE_7627_length_16382_cov_44.257753:13202-14227 -            342 23616at7898          -            642   1.9e-23   80.7   7.6   2   5   5.6e-10   5.7e-08   29.5   0.1   238   324    72   157    60   163 0.79 -
NODE_7627_length_16382_cov_44.257753:13202-14227 -            342 23616at7898          -            642   1.9e-23   80.7   7.6   3   5   1.7e-06   0.00018   18.0   0.1   258   325   159   224   150   229 0.84 -
NODE_7627_length_16382_cov_44.257753:13202-14227 -            342 23616at7898          -            642   1.9e-23   80.7   7.6   4   5   6.8e-08     7e-06   22.6   0.1   227   307   194   273   193   278 0.93 -
NODE_7627_length_16382_cov_44.257753:13202-14227 -            342 23616at7898          -            642   1.9e-23   80.7   7.6   5   5     4e-09   4.1e-07   26.7   0.3   226   309   259   341   255   342 0.91 -
NODE_30721_length_9456_cov_34.877311:6015-6893   -            293 23616at7898          -            642   7.4e-23   78.7   0.2   1   3   2.1e-11   2.2e-09   34.2   0.0   229   316     7    96     3   102 0.89 -
NODE_30721_length_9456_cov_34.877311:6015-6893   -            293 23616at7898          -            642   7.4e-23   78.7   0.2   2   3      0.17        18    1.4   0.0   292   321   104   132    99   145 0.79 -
NODE_30721_length_9456_cov_34.877311:6015-6893   -            293 23616at7898          -            642   7.4e-23   78.7   0.2   3   3   5.8e-13     6e-11   39.4   0.0   226   332   172   278   165   289 0.90 -
NODE_18924_length_11862_cov_29.614639:6091-7278  -            396 23616at7898          -            642   1.4e-20   71.1   0.2   1   5   4.8e-13   4.9e-11   39.6   0.0   230   312    23   105    10   121 0.87 -
NODE_18924_length_11862_cov_29.614639:6091-7278  -            396 23616at7898          -            642   1.4e-20   71.1   0.2   2   5      0.38        39    0.3   0.0   291   317   117   144   107   152 0.79 -
NODE_18924_length_11862_cov_29.614639:6091-7278  -            396 23616at7898          -            642   1.4e-20   71.1   0.2   3   5   1.4e-05    0.0015   15.0   0.0   230   328   156   252   149   259 0.89 -
NODE_18924_length_11862_cov_29.614639:6091-7278  -            396 23616at7898          -            642   1.4e-20   71.1   0.2   4   5   0.00013     0.014   11.7   0.0   225   316   184   275   176   289 0.81 -
NODE_18924_length_11862_cov_29.614639:6091-7278  -            396 23616at7898          -            642   1.4e-20   71.1   0.2   5   5   0.00027     0.028   10.7   0.0   233   315   258   339   252   363 0.85 -
NODE_30721_length_9456_cov_34.877311:5394-6422   -            343 23616at7898          -            642   1.7e-20   70.9   1.3   1   4   8.4e-06   0.00086   15.7   0.0   230   325     5    99     2   109 0.77 -
NODE_30721_length_9456_cov_34.877311:5394-6422   -            343 23616at7898          -            642   1.7e-20   70.9   1.3   2   4   4.5e-06   0.00047   16.6   0.0   232   310   115   195   109   209 0.84 -
NODE_30721_length_9456_cov_34.877311:5394-6422   -            343 23616at7898          -            642   1.7e-20   70.9   1.3   3   4   2.6e-11   2.6e-09   33.9   0.0   229   316   214   303   208   310 0.88 -
NODE_30721_length_9456_cov_34.877311:5394-6422   -            343 23616at7898          -            642   1.7e-20   70.9   1.3   4   4      0.32        32    0.6   0.0   292   313   311   332   303   342 0.81 -
NODE_1015_length_27285_cov_45.537004:22446-23003 -            186 23616at7898          -            642   2.4e-18   63.8   0.1   1   2   4.2e-12   4.3e-10   36.5   0.2   227   312    16   101    11   106 0.89 -
NODE_1015_length_27285_cov_45.537004:22446-23003 -            186 23616at7898          -            642   2.4e-18   63.8   0.1   2   2     8e-09   8.2e-07   25.7   0.0   250   331   106   185   102   186 0.91 -
NODE_61436_length_6142_cov_28.946715:5025-5686   -            128 23616at7898          -            642   3.1e-16   56.8   0.9   1   2     1e-10     1e-08   32.0   0.1   227   330     2   102     1   104 0.89 -
NODE_61436_length_6142_cov_28.946715:5025-5686   -            128 23616at7898          -            642   3.1e-16   56.8   0.9   2   2   4.8e-10   4.9e-08   29.7   0.1   224   321    32   126    27   128 0.89 -
NODE_29764_length_9612_cov_28.439819:6815-7306   -            164 23616at7898          -            642   6.9e-12   42.5   3.1   1   3   6.5e-07   6.7e-05   19.4   0.0   227   312    15    99     6   103 0.91 -
NODE_29764_length_9612_cov_28.439819:6815-7306   -            164 23616at7898          -            642   6.9e-12   42.5   3.1   2   3   5.2e-07   5.4e-05   19.7   0.1   227   311    48   131    47   133 0.88 -
NODE_29764_length_9612_cov_28.439819:6815-7306   -            164 23616at7898          -            642   6.9e-12   42.5   3.1   3   3   1.1e-05    0.0012   15.3   0.1   260   312   114   164   111   164 0.82 -
NODE_68157_length_5662_cov_35.241417:435-4740    -            204 23616at7898          -            642   3.9e-11   40.0   0.9   1   3   0.00024     0.024   10.9   0.0   259   328     2    70     1    70 0.79 -
NODE_68157_length_5662_cov_35.241417:435-4740    -            204 23616at7898          -            642   3.9e-11   40.0   0.9   2   3   6.6e-08   6.8e-06   22.7   0.0   227   313    36   123    28   128 0.91 -
NODE_68157_length_5662_cov_35.241417:435-4740    -            204 23616at7898          -            642   3.9e-11   40.0   0.9   3   3   4.8e-05    0.0049   13.2   0.1   259   325   137   203   126   204 0.87 -
NODE_69420_length_5580_cov_30.633826:3284-4729   -            259 23616at7898          -            642   7.2e-11   39.1   0.6   1   3      0.18        19    1.4   0.0   288   315     9    37     4    41 0.73 -
NODE_69420_length_5580_cov_30.633826:3284-4729   -            259 23616at7898          -            642   7.2e-11   39.1   0.6   2   3   7.6e-07   7.8e-05   19.2   0.2   226   328    46   147    43   156 0.86 -
NODE_69420_length_5580_cov_30.633826:3284-4729   -            259 23616at7898          -            642   7.2e-11   39.1   0.6   3   3   1.2e-05    0.0012   15.2   0.0   228   296   156   223   150   250 0.82 -
NODE_122155_length_3100_cov_32.456181:651-1067   -            139 23616at7898          -            642   2.1e-10   37.5   0.0   1   1   2.4e-12   2.4e-10   37.3   0.0   225   321    19   115    11   130 0.90 -
NODE_103275_length_3811_cov_32.015086:1331-3187  -            356 23616at7898          -            642   1.2e-09   35.1   1.2   1   2   7.4e-07   7.6e-05   19.2   0.1   226   330    14   115     3   142 0.81 -
NODE_103275_length_3811_cov_32.015086:1331-3187  -            356 23616at7898          -            642   1.2e-09   35.1   1.2   2   2   1.3e-05    0.0014   15.0   0.2   267   353   164   250   154   264 0.76 -
NODE_61549_length_6133_cov_32.954093:1695-4460   -            179 23616at7898          -            642   3.8e-09   33.4   0.4   1   3   0.00076     0.078    9.2   0.1   265   312    15    62     6    72 0.72 -
NODE_61549_length_6133_cov_32.954093:1695-4460   -            179 23616at7898          -            642   3.8e-09   33.4   0.4   2   3   1.2e-08   1.2e-06   25.1   0.2   226   313    43   131    38   134 0.86 -
NODE_61549_length_6133_cov_32.954093:1695-4460   -            179 23616at7898          -            642   3.8e-09   33.4   0.4   3   3    0.0049       0.5    6.6   0.0   258   304   127   171   115   178 0.74 -
NODE_47927_length_7321_cov_39.319994:3458-4944   -            208 23616at7898          -            642   1.7e-08   31.3   0.6   1   3     0.002       0.2    7.9   0.0   293   328     1    35     1    43 0.88 -
NODE_47927_length_7321_cov_39.319994:3458-4944   -            208 23616at7898          -            642   1.7e-08   31.3   0.6   2   3   6.2e-07   6.4e-05   19.4   0.1   258   315    67   122    58   167 0.84 -
NODE_47927_length_7321_cov_39.319994:3458-4944   -            208 23616at7898          -            642   1.7e-08   31.3   0.6   3   3      0.25        26    0.9   0.0   265   297   176   208   161   208 0.88 -
NODE_88810_length_4468_cov_31.640192:1585-3028   -            120 23616at7898          -            642   3.3e-08   30.3   0.0   1   1   4.1e-10   4.2e-08   30.0   0.0   224   318     1    94     1   113 0.81 -
