#                                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_16327_length_12372_cov_37.891306:3349-5952 -             96 129524at7898         -             95   1.9e-54  180.3   0.0   1   1   3.2e-57     2e-54  180.2   0.0     2    95     3    96     2    96 0.99 -
NODE_43957_length_7646_cov_37.940241:6140-6513  -             82 129524at7898         -             95   3.2e-53  176.3   0.0   1   1   5.5e-56   3.5e-53  176.2   0.0    14    95     1    82     1    82 0.99 -
NODE_7890_length_15901_cov_46.216808:1159-7872  -            220 129524at7898         -             95   5.6e-22   76.2   0.0   1   1     2e-24   1.3e-21   75.1   0.0     2    94   119   219   118   220 0.88 -
NODE_6_length_175601_cov_5.006028:105860-106171 -            104 129524at7898         -             95   1.7e-16   58.6   0.0   1   1   3.1e-19     2e-16   58.4   0.0    10    95    22   104    14   104 0.92 -
NODE_30152_length_9403_cov_33.979041:2573-7167  -            265 129524at7898         -             95     2e-16   58.4   0.0   1   2     5e-09   3.2e-06   25.7   0.0    33    92     7    66     1    69 0.90 -
NODE_30152_length_9403_cov_33.979041:2573-7167  -            265 129524at7898         -             95     2e-16   58.4   0.0   2   2   1.6e-10     1e-07   30.5   0.0    11    94    97   171    91   172 0.88 -
NODE_2_length_385651_cov_5.006209:257520-257864 -            115 129524at7898         -             95   4.6e-16   57.2   0.0   1   1     1e-18   6.4e-16   56.8   0.0     4    92    28   114    26   115 0.95 -
NODE_7_length_114270_cov_4.557751:61256-61492   -             79 129524at7898         -             95   9.7e-15   53.0   0.1   1   1   1.7e-17   1.1e-14   52.8   0.1     4    71    13    79    10    79 0.96 -
NODE_184464_length_1549_cov_33.031034:353-517   -             55 129524at7898         -             95   5.1e-13   47.5   0.0   1   1   8.4e-16   5.3e-13   47.4   0.0    38    89     3    54     1    55 0.94 -
NODE_2_length_385651_cov_5.006209:11532-11924   -            131 129524at7898         -             95   3.9e-12   44.7   0.0   1   1   7.8e-15     5e-12   44.3   0.0     7    93    40   130    35   131 0.90 -
NODE_2_length_385651_cov_5.006209:125258-125566 -            103 129524at7898         -             95   2.7e-10   38.8   0.0   1   1   4.9e-13   3.2e-10   38.5   0.0     4    93    15   101    12   103 0.87 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/129524at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/initial_results/contigs.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/initial_run_results/129524at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/129524at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/initial_results/contigs.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 13:15:57 2021
# [ok]
