#                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1286_length_25324_cov_37.320159:8004-15640   -            205 110874at7898         -            176  9.2e-110  362.6   2.1   1   2  4.2e-111    3e-109  361.0   0.4     1   170     2   180     2   184 0.97 -
NODE_1286_length_25324_cov_37.320159:8004-15640   -            205 110874at7898         -            176  9.2e-110  362.6   2.1   2   2       1.1        77    1.3   0.1   168   176   194   202   189   202 0.90 -
NODE_5946_length_17274_cov_41.059156:2903-6769    -            119 110874at7898         -            176   4.6e-43  145.4   0.3   1   1   6.9e-45     5e-43  145.3   0.3     2   117     2   119     1   119 0.96 -
NODE_3572_length_19915_cov_36.207055:8558-14282   -            209 110874at7898         -            176   3.4e-41  139.3   0.2   1   1   5.8e-43   4.2e-41  139.0   0.2     4   168     1   170     1   176 0.92 -
NODE_2251_length_22263_cov_35.960341:9075-17234   -            203 110874at7898         -            176     5e-41  138.8   0.1   1   1   8.4e-43   6.1e-41  138.5   0.1     7   168     1   167     1   172 0.93 -
NODE_490_length_30524_cov_36.902876:13143-17709   -            161 110874at7898         -            176   1.5e-39  134.0   0.1   1   1   2.2e-41   1.6e-39  133.9   0.1     7   158     2   158     1   161 0.94 -
NODE_21101_length_11106_cov_60.736440:2362-5039   -            179 110874at7898         -            176   3.8e-38  129.4   0.0   1   1   6.2e-40   4.5e-38  129.1   0.0     4   162     2   167     1   176 0.90 -
NODE_10703_length_14403_cov_35.141848:3758-7769   -            201 110874at7898         -            176     4e-38  129.3   0.1   1   1   6.7e-40   4.9e-38  129.0   0.1     9   158     1   155     1   168 0.92 -
NODE_38272_length_8286_cov_47.137291:4000-5824    -            130 110874at7898         -            176   2.5e-33  113.7   0.0   1   1   3.7e-35   2.7e-33  113.6   0.0     9   135     1   129     1   130 0.94 -
NODE_8812_length_15368_cov_43.477634:11715-15121  -            192 110874at7898         -            176   4.7e-33  112.8   1.6   1   1   7.6e-35   5.5e-33  112.6   1.6     1   167     4   174     4   179 0.90 -
NODE_1181_length_25786_cov_41.962627:1316-1873    -            186 110874at7898         -            176   6.6e-33  112.3   0.0   1   1   1.2e-34   8.4e-33  112.0   0.0     5   161     8   173     5   182 0.87 -
NODE_53901_length_6702_cov_28.078146:2369-6090    -            102 110874at7898         -            176   2.5e-32  110.4   0.3   1   1   3.9e-34   2.8e-32  110.2   0.3     2    99     4   102     3   102 0.96 -
NODE_13407_length_13328_cov_38.026230:5745-8813   -            122 110874at7898         -            176   4.1e-31  106.5   0.0   1   1   6.2e-33   4.5e-31  106.3   0.0     5   122     2   121     1   122 0.94 -
NODE_1366_length_25018_cov_51.654962:9509-10015   -            169 110874at7898         -            176   1.7e-29  101.2   0.0   1   1   2.9e-31   2.1e-29  100.9   0.0     6   155     1   162     1   168 0.85 -
NODE_5267_length_17889_cov_32.845756:13345-13926  -            127 110874at7898         -            176     2e-29  101.0   0.0   1   1   3.2e-31   2.3e-29  100.7   0.0     4   128     4   127     2   127 0.96 -
NODE_3561_length_19927_cov_88.314555:3841-6310    -            120 110874at7898         -            176   6.7e-28   96.0   0.1   1   1   9.9e-30   7.2e-28   95.9   0.1    42   157     3   119     1   120 0.90 -
NODE_56407_length_6494_cov_44.553714:1913-2721    -            112 110874at7898         -            176   9.5e-27   92.2   0.2   1   1   1.5e-28   1.1e-26   92.1   0.2     2   104     5   111     4   112 0.85 -
NODE_23689_length_10552_cov_29.296948:2974-6825   -            105 110874at7898         -            176   1.4e-26   91.7   0.0   1   1   2.2e-28   1.6e-26   91.5   0.0    39   137     1   100     1   104 0.94 -
NODE_532_length_29991_cov_41.999632:21576-22004   -            143 110874at7898         -            176     9e-26   89.1   0.0   1   1   1.5e-27   1.1e-25   88.8   0.0    55   163     3   124     1   132 0.84 -
NODE_82176_length_4808_cov_45.839881:1610-1993    -            128 110874at7898         -            176   2.6e-25   87.6   0.1   1   1   4.3e-27   3.1e-25   87.3   0.1    55   163     2   119     1   127 0.85 -
NODE_2744_length_21227_cov_49.256058:1148-1875    -            120 110874at7898         -            176   4.1e-23   80.4   0.0   1   1   6.3e-25   4.6e-23   80.2   0.0    55   162     2   117     1   120 0.85 -
NODE_115070_length_3387_cov_36.814781:402-743     -            114 110874at7898         -            176   5.7e-23   80.0   0.0   1   1   8.6e-25   6.3e-23   79.8   0.0    56   162     1   114     1   114 0.84 -
NODE_25778_length_10156_cov_31.920453:1895-2149   -             85 110874at7898         -            176   1.2e-22   78.9   0.1   1   1     2e-24   1.4e-22   78.6   0.1    58   118     1    61     1    66 0.98 -
NODE_18675_length_11720_cov_41.754410:9791-10327  -            179 110874at7898         -            176     1e-20   72.6   0.0   1   1   1.8e-22   1.3e-20   72.3   0.0     7   159    10   167     4   176 0.86 -
NODE_3_length_276070_cov_4.893833:123140-123607   -            156 110874at7898         -            176   1.4e-20   72.1   0.1   1   1   2.2e-22   1.6e-20   72.0   0.1     8   162     1   155     1   156 0.89 -
NODE_49985_length_7048_cov_33.674773:2023-2391    -            123 110874at7898         -            176     5e-20   70.4   0.0   1   1     8e-22   5.8e-20   70.1   0.0    55   161     2   117     1   122 0.80 -
NODE_109969_length_3573_cov_30.168969:912-1382    -            157 110874at7898         -            176   2.5e-18   64.8   0.1   1   1   3.9e-20   2.8e-18   64.6   0.1     9   157     2   156     1   157 0.86 -
NODE_5016_length_18121_cov_86.874265:7492-8091    -            200 110874at7898         -            176   2.3e-17   61.7   0.1   1   1     4e-19   2.9e-17   61.4   0.1     7   159    27   185    22   196 0.85 -
