#                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_28597_length_9651_cov_33.979167:447-7535     -            365 48135at7898          -            396  1.2e-166  552.8  15.7   1   2  2.1e-128  2.6e-125  416.7   5.4    96   324     1   226     1   239 0.95 -
NODE_28597_length_9651_cov_33.979167:447-7535     -            365 48135at7898          -            396  1.2e-166  552.8  15.7   2   2   6.3e-45   7.5e-42  141.9   2.6   308   395   277   363   266   364 0.92 -
NODE_23120_length_10666_cov_135.787641:2286-10205 -            539 48135at7898          -            396   1.3e-14   52.3   7.5   1   3   3.2e-06    0.0038   14.5   0.0    47    76    86   114    78   134 0.81 -
NODE_23120_length_10666_cov_135.787641:2286-10205 -            539 48135at7898          -            396   1.3e-14   52.3   7.5   2   3    0.0023       2.8    5.0   0.0   182   218   325   360   313   371 0.89 -
NODE_23120_length_10666_cov_135.787641:2286-10205 -            539 48135at7898          -            396   1.3e-14   52.3   7.5   3   3   1.1e-09   1.3e-06   25.8   3.4   329   392   477   538   393   539 0.91 -
NODE_29537_length_9502_cov_34.669786:2939-8799    -            558 48135at7898          -            396   6.6e-12   43.3   2.9   1   2    0.0049       5.9    4.0   0.0   180   214   110   143    14   154 0.65 -
NODE_29537_length_9502_cov_34.669786:2939-8799    -            558 48135at7898          -            396   6.6e-12   43.3   2.9   2   2   3.1e-13   3.7e-10   37.6   2.1   223   395   378   557   362   558 0.77 -
NODE_64750_length_5869_cov_40.048527:298-5622     -            443 48135at7898          -            396   1.2e-05   22.7   0.1   1   1   2.2e-08   2.6e-05   21.6   0.1    51    99   272   320   260   324 0.82 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/48135at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/contigs.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/rerun_results/48135at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/48135at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_contam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/rerun_results/contigs.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 14:44:34 2021
# [ok]
