#                                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_42_length_37589_cov_5.578181:27210-28652   -            481 9138at7898           -            829   7.4e-40  134.9   0.0   1   1   1.3e-42   1.1e-39  134.4   0.0    32   445    37   477     3   481 0.80 -
NODE_42_length_37589_cov_5.578181:20532-22160   -            543 9138at7898           -            829     1e-33  114.6   0.0   1   1   2.1e-36   1.7e-33  113.9   0.0    37   486    46   541    14   543 0.75 -
NODE_839_length_21824_cov_4.892520:13039-14730  -            564 9138at7898           -            829   3.4e-07   26.9   0.3   1   3    0.0004      0.33    7.1   0.0    54   105    53   105    33   117 0.82 -
NODE_839_length_21824_cov_4.892520:13039-14730  -            564 9138at7898           -            829   3.4e-07   26.9   0.3   2   3   6.5e-07   0.00054   16.3   0.0   118   153   148   183   133   212 0.88 -
NODE_839_length_21824_cov_4.892520:13039-14730  -            564 9138at7898           -            829   3.4e-07   26.9   0.3   3   3     0.093        77   -0.7   0.0   244   409   316   476   307   493 0.67 -
NODE_269781_length_861_cov_0.803150:1-858       -            286 9138at7898           -            829   5.2e-06   23.0   0.0   1   1   1.1e-08   8.9e-06   22.2   0.0   338   443   168   285    13   286 0.61 -
NODE_52843_length_5884_cov_3.018496:2392-4227   -            612 9138at7898           -            829   1.7e-05   21.3   0.0   1   1   1.3e-07    0.0001   18.7   0.0   121   450   241   606   238   611 0.65 -
NODE_14957_length_10487_cov_383.498845:501-8446 -            346 9138at7898           -            829    0.0035   13.6   0.0   1   1   5.8e-06    0.0048   13.2   0.0    82   156   121   193   103   204 0.83 -
NODE_295547_length_660_cov_0.909091:10-354      -            115 9138at7898           -            829     0.064    9.4   0.0   1   1   8.6e-05     0.072    9.3   0.0   726   797     4    76     2    95 0.72 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/9138at7898.hmm
# Target file:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/initial_results/contigs.modified.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/hmmer_output/initial_run_results/9138at7898.out --cpu 1 /home/e1garcia/shotgun_PIRE/abyss/busco_downloads/lineages/actinopterygii_odb10/hmms/9138at7898.hmm /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus/busco_contigs_results-SPAdes_decontam_R1R2_noIsolate/run_actinopterygii_odb10/metaeuk_output/initial_results/contigs.modified.fasta.modified.fas 
# Current dir:     /home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/plotosus_lineatus
# Date:            Fri Aug 20 13:32:16 2021
# [ok]
