#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	190789247	186996581	98.02	140289	0.07	41372	0.02	330081	0.17	3280924	1.72
Ecoli	190789247	190789052	100.00	0	0.00	0	0.00	30	0.00	165	0.00
PhiX	190789247	190789247	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	190789247	190789102	100.00	0	0.00	0	0.00	0	0.00	145	0.00
Vectors	190789247	189928115	99.55	270	0.00	16	0.00	13290	0.01	847556	0.44
Bacteria_24k	190789247	188782869	98.95	18189	0.01	28280	0.01	167808	0.09	1792101	0.94
Protists_1k	190789247	185778565	97.38	392422	0.21	690046	0.36	142938	0.07	3785276	1.98
Viruses	190789247	188703907	98.91	4452	0.00	1589	0.00	164158	0.09	1915141	1.00
Fungi_RefSeq_release	190789247	187371462	98.21	76728	0.04	19505	0.01	343656	0.18	2977896	1.56
Coral	190789247	188624758	98.87	14865	0.01	4413	0.00	238150	0.12	1907061	1.00
Bird	190789247	187956403	98.51	79514	0.04	12095	0.01	414234	0.22	2327001	1.22
Plant	190789247	188313480	98.71	20594	0.01	4645	0.00	237779	0.12	2212749	1.16

%Hit_no_genomes: 97.03
