#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	34836667	34458130	98.92	18626	0.05	4322	0.01	43412	0.12	312177	0.90
Ecoli	34836667	34836657	100.00	0	0.00	0	0.00	1	0.00	9	0.00
PhiX	34836667	34836667	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	34836667	34836645	100.00	0	0.00	0	0.00	3	0.00	19	0.00
Vectors	34836667	34804641	99.91	11	0.00	7	0.00	847	0.00	31161	0.09
Bacteria_24k	34836667	34645068	99.44	2745	0.01	3554	0.01	19201	0.06	166099	0.48
Protists_1k	34836667	34276926	98.39	55752	0.16	100796	0.29	17555	0.05	385638	1.11
Viruses	34836667	34657320	99.49	545	0.00	219	0.00	20864	0.06	157719	0.45
Fungi_RefSeq_release	34836667	34493666	99.01	10206	0.03	2827	0.01	42109	0.12	287859	0.83
Coral	34836667	34641164	99.43	1814	0.01	735	0.00	26133	0.08	166821	0.48
Bird	34836667	34567289	99.24	11602	0.03	1567	0.00	50160	0.14	206049	0.59
Plant	34836667	34626296	99.40	2419	0.01	543	0.00	28095	0.08	179314	0.51

%Hit_no_genomes: 98.15
