#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	31767003	31413208	98.89	17102	0.05	3968	0.01	40118	0.13	292607	0.92
Ecoli	31767003	31766997	100.00	0	0.00	0	0.00	0	0.00	6	0.00
PhiX	31767003	31767003	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	31767003	31766985	100.00	0	0.00	0	0.00	5	0.00	13	0.00
Vectors	31767003	31737536	99.91	15	0.00	6	0.00	829	0.00	28617	0.09
Bacteria_24k	31767003	31584615	99.42	2488	0.01	3665	0.01	17626	0.06	158609	0.50
Protists_1k	31767003	31241050	98.34	53085	0.17	95002	0.30	16740	0.05	361126	1.14
Viruses	31767003	31596644	99.47	501	0.00	203	0.00	19151	0.06	150504	0.47
Fungi_RefSeq_release	31767003	31444399	98.99	9567	0.03	2737	0.01	39008	0.12	271292	0.85
Coral	31767003	31579019	99.40	1751	0.01	688	0.00	24140	0.08	161405	0.51
Bird	31767003	31512899	99.21	10373	0.03	1450	0.00	45806	0.14	196475	0.62
Plant	31767003	31568183	99.38	2363	0.01	529	0.00	26096	0.08	169832	0.53

%Hit_no_genomes: 98.10
