#                                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_15029_length_12996_cov_36.081337:771-8279  -            329 65771at7898          -            366  6.1e-166  550.3  24.6   1   1  4.5e-168    9e-166  549.7  24.6    72   366     1   323     1   323 0.93 -
NODE_47137_length_7401_cov_40.683511:2557-6347  -            734 65771at7898          -            366    0.0023   15.4   8.4   1   4   5.7e-05     0.011   13.1   0.1   115   191    59   140    55   151 0.82 -
NODE_47137_length_7401_cov_40.683511:2557-6347  -            734 65771at7898          -            366    0.0023   15.4   8.4   2   4      0.38        76    0.5   0.1   166   191   143   168   140   177 0.82 -
NODE_47137_length_7401_cov_40.683511:2557-6347  -            734 65771at7898          -            366    0.0023   15.4   8.4   3   4      0.04         8    3.7   0.7   164   188   458   482   446   494 0.83 -
NODE_47137_length_7401_cov_40.683511:2557-6347  -            734 65771at7898          -            366    0.0023   15.4   8.4   4   4       1.1   2.2e+02   -1.1   0.2   166   188   488   510   484   516 0.84 -
NODE_15688_length_12786_cov_37.180657:8583-9326 -            248 65771at7898          -            366    0.0048   14.3  13.6   1   6      0.02       3.9    4.7   0.2   165   184    54    73    42    81 0.84 -
NODE_15688_length_12786_cov_37.180657:8583-9326 -            248 65771at7898          -            366    0.0048   14.3  13.6   2   6      0.02       4.1    4.7   0.3   166   187    83   104    76   121 0.82 -
NODE_15688_length_12786_cov_37.180657:8583-9326 -            248 65771at7898          -            366    0.0048   14.3  13.6   3   6      0.43        87    0.3   0.0   166   186   111   131   107   137 0.87 -
NODE_15688_length_12786_cov_37.180657:8583-9326 -            248 65771at7898          -            366    0.0048   14.3  13.6   4   6      0.21        41    1.4   0.0   166   187   139   160   131   166 0.86 -
NODE_15688_length_12786_cov_37.180657:8583-9326 -            248 65771at7898          -            366    0.0048   14.3  13.6   5   6      0.89   1.8e+02   -0.7   0.0   166   186   167   187   162   192 0.85 -
NODE_15688_length_12786_cov_37.180657:8583-9326 -            248 65771at7898          -            366    0.0048   14.3  13.6   6   6    0.0037      0.73    7.1   0.1   165   187   194   216   188   226 0.87 -
NODE_34385_length_8908_cov_47.147009:3482-4723  -            414 65771at7898          -            366    0.0062   13.9  21.8   1   7     0.011       2.1    5.6   0.1   166   187    50    71    34    77 0.84 -
NODE_34385_length_8908_cov_47.147009:3482-4723  -            414 65771at7898          -            366    0.0062   13.9  21.8   2   7      0.19        38    1.5   2.0   164   188   159   183   137   207 0.78 -
NODE_34385_length_8908_cov_47.147009:3482-4723  -            414 65771at7898          -            366    0.0062   13.9  21.8   3   7      0.54   1.1e+02   -0.0   0.0   165   187   188   210   180   217 0.88 -
NODE_34385_length_8908_cov_47.147009:3482-4723  -            414 65771at7898          -            366    0.0062   13.9  21.8   4   7      0.47        94    0.2   0.0   166   187   217   238   212   257 0.86 -
NODE_34385_length_8908_cov_47.147009:3482-4723  -            414 65771at7898          -            366    0.0062   13.9  21.8   5   7    0.0038      0.76    7.1   0.1   165   187   300   322   284   328 0.88 -
NODE_34385_length_8908_cov_47.147009:3482-4723  -            414 65771at7898          -            366    0.0062   13.9  21.8   6   7      0.85   1.7e+02   -0.7   0.0   166   187   329   350   325   356 0.82 -
NODE_34385_length_8908_cov_47.147009:3482-4723  -            414 65771at7898          -            366    0.0062   13.9  21.8   7   7    0.0023      0.45    7.8   0.7   165   188   356   379   345   394 0.85 -
NODE_63820_length_5967_cov_33.817655:3170-4684  -            505 65771at7898          -            366    0.0063   13.9   4.4   1   3    0.0015      0.29    8.4   0.0   163   186   360   383   358   389 0.91 -
NODE_63820_length_5967_cov_33.817655:3170-4684  -            505 65771at7898          -            366    0.0063   13.9   4.4   2   3      0.12        25    2.1   0.3   165   187   390   412   383   416 0.81 -
NODE_63820_length_5967_cov_33.817655:3170-4684  -            505 65771at7898          -            366    0.0063   13.9   4.4   3   3     0.032       6.4    4.0   0.1   165   189   418   442   411   453 0.83 -
NODE_129360_length_2858_cov_27.690830:1321-1767 -            149 65771at7898          -            366     0.012   13.0   5.8   1   1    0.0031      0.61    7.4   0.9   164   185    63    84     4    93 0.80 -
NODE_25200_length_10427_cov_51.328621:4605-5138 -            178 65771at7898          -            366     0.015   12.7   3.5   1   3     0.023       4.6    4.5   0.1   159   187    94   122    70   127 0.82 -
NODE_25200_length_10427_cov_51.328621:4605-5138 -            178 65771at7898          -            366     0.015   12.7   3.5   2   3    0.0066       1.3    6.3   0.2   166   188   129   151   125   157 0.87 -
NODE_25200_length_10427_cov_51.328621:4605-5138 -            178 65771at7898          -            366     0.015   12.7   3.5   3   3      0.13        27    2.0   0.0   166   186   157   177   153   178 0.88 -
NODE_134838_length_2687_cov_23.988408:1548-1979 -            144 65771at7898          -            366      0.02   12.2   5.2   1   2     0.008       1.6    6.0   1.8   148   187    40    82     4    89 0.69 -
NODE_134838_length_2687_cov_23.988408:1548-1979 -            144 65771at7898          -            366      0.02   12.2   5.2   2   2    0.0021      0.42    7.9   0.5   116   186    62   137    61   142 0.52 -
NODE_6134_length_17562_cov_40.792361:6621-7304  -            228 65771at7898          -            366     0.022   12.1   5.6   1   2      0.21        42    1.3   0.2   160   186    28    54    21    65 0.85 -
NODE_6134_length_17562_cov_40.792361:6621-7304  -            228 65771at7898          -            366     0.022   12.1   5.6   2   2   0.00012     0.023   12.1   1.1   154   191   165   203   145   225 0.77 -
NODE_31138_length_9392_cov_35.218659:7953-8495  -            181 65771at7898          -            366     0.042   11.2   0.7   1   2    0.0036      0.73    7.1   0.1   165   192    83   110    75   123 0.84 -
NODE_31138_length_9392_cov_35.218659:7953-8495  -            181 65771at7898          -            366     0.042   11.2   0.7   2   2     0.089        18    2.6   0.1   165   187   139   161   131   168 0.84 -
NODE_17544_length_12234_cov_35.781129:4050-5282 -            411 65771at7898          -            366     0.046   11.1   9.1   1   3    0.0014      0.29    8.4   0.5   156   187   310   340   297   344 0.76 -
NODE_17544_length_12234_cov_35.781129:4050-5282 -            411 65771at7898          -            366     0.046   11.1   9.1   2   3     0.028       5.7    4.2   0.2   163   185   344   366   339   375 0.84 -
NODE_17544_length_12234_cov_35.781129:4050-5282 -            411 65771at7898          -            366     0.046   11.1   9.1   3   3     0.053        11    3.3   0.2   166   189   375   397   366   408 0.79 -
NODE_58533_length_6365_cov_31.957229:795-1259   -            155 65771at7898          -            366     0.079   10.3   5.2   1   4      0.11        21    2.3   0.0   166   186    48    68    35    74 0.85 -
NODE_58533_length_6365_cov_31.957229:795-1259   -            155 65771at7898          -            366     0.079   10.3   5.2   2   4     0.041       8.2    3.7   0.0   167   186    77    96    72   102 0.88 -
NODE_58533_length_6365_cov_31.957229:795-1259   -            155 65771at7898          -            366     0.079   10.3   5.2   3   4      0.16        33    1.7   0.1   166   187   104   125   100   129 0.87 -
NODE_58533_length_6365_cov_31.957229:795-1259   -            155 65771at7898          -            366     0.079   10.3   5.2   4   4       0.1        21    2.3   0.1   165   186   131   152   128   154 0.90 -
NODE_12071_length_14111_cov_45.051670:5301-5762 -            154 65771at7898          -            366      0.11    9.9   8.7   1   3     0.033       6.6    4.0   1.2   165   187    47    69    31    75 0.86 -
