#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	148426134	146800479	98.91	89598	0.06	32076	0.02	238623	0.16	1265358	0.85
Ecoli	148426134	148426009	100.00	0	0.00	0	0.00	42	0.00	83	0.00
PhiX	148426134	148426134	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	148426134	148426016	100.00	0	0.00	0	0.00	0	0.00	118	0.00
Vectors	148426134	148331481	99.94	69	0.00	10	0.00	3959	0.00	90615	0.06
Bacteria_24k	148426134	147584840	99.43	42173	0.03	118243	0.08	98578	0.07	582300	0.39
Protists_1k	148426134	145312542	97.90	345177	0.23	813137	0.55	98446	0.07	1856832	1.25
Viruses	148426134	147779090	99.56	16380	0.01	1058	0.00	82051	0.06	547555	0.37
Fungi_RefSeq_release	148426134	146800908	98.90	53750	0.04	25302	0.02	251289	0.17	1294885	0.87
Coral	148426134	147640939	99.47	9028	0.01	2410	0.00	130843	0.09	642914	0.43
Bird	148426134	147359604	99.27	56658	0.04	12219	0.01	230717	0.16	766936	0.52
Plant	148426134	147599240	99.44	9450	0.01	1899	0.00	120935	0.08	694610	0.47

%Hit_no_genomes: 97.52
