#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	85250843	83264954	97.67	57764	0.07	13292	0.02	129463	0.15	1785370	2.09
Ecoli	85250843	85250740	100.00	0	0.00	0	0.00	17	0.00	86	0.00
PhiX	85250843	85250843	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	85250843	85250839	100.00	0	0.00	0	0.00	0	0.00	4	0.00
Vectors	85250843	84891003	99.57	74	0.00	3	0.00	4880	0.01	354883	0.42
Bacteria_24k	85250843	83818496	98.32	21587	0.03	26499	0.03	80104	0.09	1304157	1.53
Protists_1k	85250843	82612171	96.91	172086	0.20	327928	0.38	60798	0.07	2077860	2.44
Viruses	85250843	83891971	98.41	1863	0.00	781	0.00	92615	0.11	1263613	1.48
Fungi_RefSeq_release	85250843	83278201	97.69	33612	0.04	8541	0.01	137399	0.16	1793090	2.10
Coral	85250843	83774784	98.27	7620	0.01	2197	0.00	106980	0.13	1359262	1.59
Bird	85250843	83587037	98.04	33415	0.04	5638	0.01	161358	0.19	1463395	1.72
Plant	85250843	83921244	98.44	7859	0.01	1527	0.00	104856	0.12	1215357	1.43

%Hit_no_genomes: 96.56
