#                                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_2513_length_17306_cov_31.987563:2880-12668  -            410 31544at7898          -            529  2.7e-184  611.6  24.3   1   1  2.4e-184  4.4e-182  604.3  24.3    14   388     2   397     1   407 0.94 -
NODE_24575_length_8617_cov_34.294553:4716-8319   -            315 31544at7898          -            529  2.3e-146  486.5  19.9   1   1  1.5e-148  2.9e-146  486.2  19.9    12   318     6   315     3   315 0.97 -
NODE_30175_length_7870_cov_39.682152:1272-7478   -            415 31544at7898          -            529  2.1e-119  397.5  22.4   1   1  1.9e-121  3.5e-119  396.8  22.4    14   392    15   407     8   413 0.93 -
NODE_41650_length_6710_cov_27.041144:1000-5738   -            413 31544at7898          -            529   8.5e-99  329.5  43.4   1   2     3e-92   5.5e-90  300.5  19.8    50   366     1   297     1   299 0.97 -
NODE_41650_length_6710_cov_27.041144:1000-5738   -            413 31544at7898          -            529   8.5e-99  329.5  43.4   2   2     1e-12   1.9e-10   38.0  15.7   383   496   293   401   291   408 0.81 -
NODE_5756_length_14028_cov_24.587838:2076-10477  -            173 31544at7898          -            529     3e-87  291.4  26.1   1   3   4.3e-50     8e-48  161.3   5.2   277   355     1    79     1    80 0.99 -
NODE_5756_length_14028_cov_24.587838:2076-10477  -            173 31544at7898          -            529     3e-87  291.4  26.1   2   3   2.6e-21   4.9e-19   66.3   3.0   388   427    79   118    78   119 0.94 -
NODE_5756_length_14028_cov_24.587838:2076-10477  -            173 31544at7898          -            529     3e-87  291.4  26.1   3   3   3.6e-25   6.7e-23   79.1   2.4   455   496   118   159   115   173 0.89 -
NODE_51848_length_5948_cov_29.820824:848-4718    -            203 31544at7898          -            529   8.1e-73  243.8  13.5   1   1   9.6e-75   1.8e-72  242.7  13.5    14   196     1   203     1   203 0.88 -
NODE_3501_length_15955_cov_29.845800:4650-12115  -            173 31544at7898          -            529   2.7e-69  232.1  15.9   1   1   1.4e-70   2.5e-68  229.0  15.9    13   196     1   173     1   173 0.96 -
NODE_3712_length_15726_cov_28.331670:11561-14875 -            147 31544at7898          -            529   1.2e-55  187.1  13.0   1   2   4.1e-35   7.5e-33  111.9   3.1   277   355     1    79     1    83 0.97 -
